words,values
slower,3.5108661306744374e-05
ello,7.021732261348875e-05
shldxxxx,7.021732261348875e-05
libertin,3.5108661306744374e-05
effect,7.021732261348875e-05
edu,7.021732261348875e-05
bloomberg,3.5108661306744374e-05
fullonsm,0.0002457606291472106
rais,0.00021065196784046623
treatin,7.021732261348875e-05
bakra,7.021732261348875e-05
harlem,7.021732261348875e-05
mack,7.021732261348875e-05
cudnt,7.021732261348875e-05
mmmmmmm,7.021732261348875e-05
minimum,0.00010532598392023312
experi,0.00021065196784046623
golf,3.5108661306744374e-05
silver,0.00010532598392023312
freefon,3.5108661306744374e-05
kalstiya,7.021732261348875e-05
tonesy,3.5108661306744374e-05
owl,7.021732261348875e-05
search,0.0005968472422146543
cage,7.021732261348875e-05
enter,0.00017554330653372186
gudnyt,7.021732261348875e-05
tnc,3.5108661306744374e-05
xxx,0.0007723905487483762
cancel,0.0002457606291472106
comingdown,7.021732261348875e-05
invit,0.0003861952743741881
ref,3.5108661306744374e-05
truth,0.00035108661306744373
count,0.0001404346452269775
snowman,0.00010532598392023312
soladha,7.021732261348875e-05
directli,0.00017554330653372186
chennai,0.0003861952743741881
callback,3.5108661306744374e-05
gist,7.021732261348875e-05
massag,7.021732261348875e-05
straight,0.0001404346452269775
sugar,0.00017554330653372186
cooki,7.021732261348875e-05
dificult,0.00010532598392023312
nqp,3.5108661306744374e-05
xxuk,3.5108661306744374e-05
xxxxxxxxx,3.5108661306744374e-05
sphost,3.5108661306744374e-05
face,0.0007021732261348875
bike,7.021732261348875e-05
mysteri,7.021732261348875e-05
mere,7.021732261348875e-05
follow,0.0001404346452269775
reveal,7.021732261348875e-05
grfun,7.021732261348875e-05
index,3.5108661306744374e-05
featheri,7.021732261348875e-05
sacrific,0.00010532598392023312
honei,0.0003159779517606994
uncl,0.0005266299196011656
brilliant,0.00021065196784046623
folk,3.5108661306744374e-05
drunkard,7.021732261348875e-05
eaten,0.0001404346452269775
nydc,7.021732261348875e-05
batteri,0.0002457606291472106
unrecogn,7.021732261348875e-05
iron,7.021732261348875e-05
noon,0.00021065196784046623
costum,0.00010532598392023312
munster,3.5108661306744374e-05
devour,0.00010532598392023312
senthil,7.021732261348875e-05
suggest,0.00017554330653372186
quizclub,3.5108661306744374e-05
ctargg,7.021732261348875e-05
nver,7.021732261348875e-05
stomach,7.021732261348875e-05
frank,7.021732261348875e-05
cnupdat,3.5108661306744374e-05
model,0.0002457606291472106
housew,3.5108661306744374e-05
marin,7.021732261348875e-05
somtim,0.00010532598392023312
url,0.00017554330653372186
inlud,7.021732261348875e-05
ashwini,7.021732261348875e-05
creepi,0.00010532598392023312
bhaskar,7.021732261348875e-05
hamper,7.021732261348875e-05
piah,7.021732261348875e-05
idew,3.5108661306744374e-05
drastic,7.021732261348875e-05
flavour,7.021732261348875e-05
orno,3.5108661306744374e-05
howda,7.021732261348875e-05
duchess,3.5108661306744374e-05
want,0.005863146438226311
labor,7.021732261348875e-05
shortcod,3.5108661306744374e-05
parco,0.00010532598392023312
wow,0.0003159779517606994
race,0.00010532598392023312
premarica,7.021732261348875e-05
insect,7.021732261348875e-05
batsman,7.021732261348875e-05
juan,7.021732261348875e-05
getsleep,7.021732261348875e-05
callin,0.0001404346452269775
julianaland,7.021732261348875e-05
onam,7.021732261348875e-05
bad,0.0008777165326686094
near,0.00035108661306744373
daywith,7.021732261348875e-05
camp,7.021732261348875e-05
prospect,0.0001404346452269775
store,0.00017554330653372186
publish,7.021732261348875e-05
nap,0.0001404346452269775
exactli,0.0002457606291472106
arrest,0.00017554330653372186
puzzl,7.021732261348875e-05
countri,0.00010532598392023312
gain,0.0001404346452269775
eppolum,7.021732261348875e-05
scotsman,3.5108661306744374e-05
suzi,7.021732261348875e-05
muchand,7.021732261348875e-05
name,0.0001404346452269775
trash,7.021732261348875e-05
glasgow,7.021732261348875e-05
teresa,7.021732261348875e-05
del,7.021732261348875e-05
tax,7.021732261348875e-05
wizzl,7.021732261348875e-05
paid,0.0001404346452269775
polic,0.0003861952743741881
seat,0.0001404346452269775
contract,0.00010532598392023312
never,7.021732261348875e-05
difficult,0.00042130393568093246
wasn,0.0002457606291472106
disappear,7.021732261348875e-05
argentina,7.021732261348875e-05
abt,0.0008426078713618649
coher,7.021732261348875e-05
wld,7.021732261348875e-05
frequent,7.021732261348875e-05
competit,7.021732261348875e-05
ow,0.00010532598392023312
shahjahan,0.00010532598392023312
yeovil,7.021732261348875e-05
buzzzz,7.021732261348875e-05
loo,7.021732261348875e-05
vodafon,3.5108661306744374e-05
cer,7.021732261348875e-05
drizzl,7.021732261348875e-05
idu,7.021732261348875e-05
intern,7.021732261348875e-05
lock,7.021732261348875e-05
fuck,0.0012990204683495418
appar,0.00017554330653372186
softwar,0.0001404346452269775
hero,7.021732261348875e-05
littl,0.0006670645648281431
teletext,3.5108661306744374e-05
fumbl,7.021732261348875e-05
leg,0.00017554330653372186
jen,0.00010532598392023312
set,0.0004915212582944212
icic,7.021732261348875e-05
rilei,7.021732261348875e-05
gyna,7.021732261348875e-05
kindli,0.0001404346452269775
prepar,0.00017554330653372186
welp,0.0001404346452269775
umma,0.000280869290453955
haiyoh,7.021732261348875e-05
monkei,0.00010532598392023312
realiz,0.00021065196784046623
ptbo,0.0001404346452269775
winner,3.5108661306744374e-05
fry,0.00010532598392023312
ger,7.021732261348875e-05
chit,3.5108661306744374e-05
weirdest,7.021732261348875e-05
arng,0.0001404346452269775
chines,0.00017554330653372186
trishul,7.021732261348875e-05
pobox,3.5108661306744374e-05
fp,7.021732261348875e-05
msging,0.00010532598392023312
kfc,7.021732261348875e-05
tlk,0.00010532598392023312
husband,0.0001404346452269775
asa,7.021732261348875e-05
zac,7.021732261348875e-05
jod,7.021732261348875e-05
yan,0.00021065196784046623
lotto,7.021732261348875e-05
dei,0.00021065196784046623
truro,7.021732261348875e-05
sec,0.00017554330653372186
form,0.00017554330653372186
surrend,7.021732261348875e-05
won,0.0006319559035213988
zaher,7.021732261348875e-05
workand,7.021732261348875e-05
human,7.021732261348875e-05
turkei,7.021732261348875e-05
reffer,7.021732261348875e-05
lit,7.021732261348875e-05
ava,7.021732261348875e-05
lookin,0.00021065196784046623
care,0.0019309763718709406
tosend,7.021732261348875e-05
sentenc,0.00010532598392023312
apt,7.021732261348875e-05
sherawat,7.021732261348875e-05
askin,0.00017554330653372186
stabil,7.021732261348875e-05
crckt,7.021732261348875e-05
lov,7.021732261348875e-05
bang,0.00010532598392023312
jolt,0.00010532598392023312
macho,0.0001404346452269775
mu,7.021732261348875e-05
hun,0.00017554330653372186
alcohol,0.0001404346452269775
sugabab,3.5108661306744374e-05
promin,7.021732261348875e-05
peak,3.5108661306744374e-05
sambar,7.021732261348875e-05
oral,7.021732261348875e-05
shot,0.00010532598392023312
frm,0.0004915212582944212
poboxldn,3.5108661306744374e-05
gland,7.021732261348875e-05
exchang,7.021732261348875e-05
con,7.021732261348875e-05
true,0.0007021732261348875
regular,0.00010532598392023312
funk,3.5108661306744374e-05
oga,7.021732261348875e-05
ma,0.00017554330653372186
watchin,7.021732261348875e-05
press,0.0002457606291472106
boston,0.00010532598392023312
icki,7.021732261348875e-05
shake,0.00010532598392023312
cttargg,7.021732261348875e-05
coin,0.0002457606291472106
femal,0.00010532598392023312
petei,7.021732261348875e-05
makin,7.021732261348875e-05
drugdeal,7.021732261348875e-05
plough,7.021732261348875e-05
toot,7.021732261348875e-05
pole,7.021732261348875e-05
sticki,7.021732261348875e-05
understood,0.00010532598392023312
anni,0.00010532598392023312
sleepin,0.00010532598392023312
problm,7.021732261348875e-05
moon,0.00021065196784046623
whilltak,7.021732261348875e-05
uniform,7.021732261348875e-05
gift,0.00035108661306744373
puriti,0.0001404346452269775
boxskch,3.5108661306744374e-05
tariff,3.5108661306744374e-05
particularli,7.021732261348875e-05
bore,0.0007723905487483762
math,0.00017554330653372186
glori,7.021732261348875e-05
kintu,7.021732261348875e-05
christma,0.0003159779517606994
voicemail,3.5108661306744374e-05
meal,0.0001404346452269775
venaam,7.021732261348875e-05
download,0.0003159779517606994
costa,3.5108661306744374e-05
musicnew,3.5108661306744374e-05
cum,0.00035108661306744373
eighth,0.00010532598392023312
youphon,7.021732261348875e-05
ndship,7.021732261348875e-05
happend,0.00017554330653372186
kappa,0.00010532598392023312
coupl,0.000280869290453955
pump,7.021732261348875e-05
apo,7.021732261348875e-05
vewi,0.00010532598392023312
deepest,3.5108661306744374e-05
ccna,7.021732261348875e-05
specialis,0.00010532598392023312
punto,7.021732261348875e-05
save,0.00035108661306744373
stalk,7.021732261348875e-05
salesman,7.021732261348875e-05
carlo,0.0004915212582944212
pock,7.021732261348875e-05
biatch,7.021732261348875e-05
worri,0.0011936944844293087
healthi,7.021732261348875e-05
evon,7.021732261348875e-05
payment,0.0001404346452269775
dlf,7.021732261348875e-05
yard,3.5108661306744374e-05
luci,3.5108661306744374e-05
haughaighgtujhyguj,7.021732261348875e-05
nic,7.021732261348875e-05
chill,0.00010532598392023312
ivatt,7.021732261348875e-05
wetherspoon,7.021732261348875e-05
halloween,3.5108661306744374e-05
halfth,7.021732261348875e-05
mother,0.0002457606291472106
romant,0.00010532598392023312
educ,0.0001404346452269775
embarass,0.00017554330653372186
frndship,0.0001404346452269775
faint,7.021732261348875e-05
recd,3.5108661306744374e-05
complimentari,3.5108661306744374e-05
poem,0.00010532598392023312
notifi,3.5108661306744374e-05
pop,0.0002457606291472106
wtf,0.00017554330653372186
prepay,3.5108661306744374e-05
school,0.0008074992100551206
alaikkum,7.021732261348875e-05
peach,7.021732261348875e-05
resolut,7.021732261348875e-05
crisi,0.00010532598392023312
give,0.0003159779517606994
sweater,7.021732261348875e-05
telediscount,3.5108661306744374e-05
poboxwtgp,3.5108661306744374e-05
sit,0.0004915212582944212
thot,0.00010532598392023312
thank,0.002562932275392339
typic,7.021732261348875e-05
sayi,7.021732261348875e-05
rounder,7.021732261348875e-05
wall,0.00010532598392023312
seen,0.00042130393568093246
charg,0.0003861952743741881
tomorrow,0.0023873889688586173
wer,0.0002457606291472106
closingd,3.5108661306744374e-05
theth,7.021732261348875e-05
demand,0.00010532598392023312
everyon,7.021732261348875e-05
updat,0.0002457606291472106
guidanc,7.021732261348875e-05
strike,0.0001404346452269775
grin,0.00035108661306744373
jordan,7.021732261348875e-05
comwinppmxag,3.5108661306744374e-05
landmark,3.5108661306744374e-05
yummi,0.0001404346452269775
itcould,3.5108661306744374e-05
pub,0.0005266299196011656
urin,7.021732261348875e-05
beneficiari,0.00010532598392023312
asu,7.021732261348875e-05
snd,7.021732261348875e-05
sugardad,7.021732261348875e-05
yaxx,7.021732261348875e-05
fool,0.00021065196784046623
iouri,7.021732261348875e-05
shoe,7.021732261348875e-05
protect,7.021732261348875e-05
stomp,0.0001404346452269775
takecar,7.021732261348875e-05
steed,7.021732261348875e-05
public,0.00017554330653372186
lesser,7.021732261348875e-05
abta,3.5108661306744374e-05
unfortuntli,7.021732261348875e-05
februari,0.0001404346452269775
dryer,7.021732261348875e-05
workout,7.021732261348875e-05
st,7.021732261348875e-05
jst,0.00021065196784046623
solv,0.0002457606291472106
match,0.00017554330653372186
hei,0.0027735842432328054
nattil,7.021732261348875e-05
oop,0.00021065196784046623
remind,0.00035108661306744373
agidhan,7.021732261348875e-05
wate,0.00010532598392023312
stopsm,3.5108661306744374e-05
ron,0.00017554330653372186
weak,0.0002457606291472106
stamp,0.00010532598392023312
lor,0.00449390864726328
smith,7.021732261348875e-05
heavili,7.021732261348875e-05
nat,3.5108661306744374e-05
sportsx,7.021732261348875e-05
schedul,0.00010532598392023312
outbid,3.5108661306744374e-05
kinda,0.0002457606291472106
unit,7.021732261348875e-05
bitch,0.00021065196784046623
vic,7.021732261348875e-05
bluetoothhdset,3.5108661306744374e-05
atlanta,0.00017554330653372186
hillsborough,7.021732261348875e-05
macha,7.021732261348875e-05
ratio,7.021732261348875e-05
teacher,0.00017554330653372186
singl,0.0002457606291472106
alrit,0.0002457606291472106
gautham,7.021732261348875e-05
paranoid,7.021732261348875e-05
unconvinc,7.021732261348875e-05
atm,0.00010532598392023312
polo,3.5108661306744374e-05
cbe,0.00017554330653372186
jada,0.00010532598392023312
interest,0.0003861952743741881
midnight,0.00021065196784046623
auto,7.021732261348875e-05
ghodbandar,7.021732261348875e-05
yellow,7.021732261348875e-05
brdget,7.021732261348875e-05
stereophon,3.5108661306744374e-05
spice,7.021732261348875e-05
pocketbab,3.5108661306744374e-05
anythi,7.021732261348875e-05
swat,3.5108661306744374e-05
slot,0.00010532598392023312
embarrass,7.021732261348875e-05
thur,0.0001404346452269775
artist,3.5108661306744374e-05
boatin,7.021732261348875e-05
find,0.00010532598392023312
mumbai,7.021732261348875e-05
lol,0.0021416283397114066
amaz,0.0001404346452269775
surround,7.021732261348875e-05
knw,0.00056173858090791
women,7.021732261348875e-05
bare,0.0002457606291472106
benni,7.021732261348875e-05
nan,0.00010532598392023312
prabha,0.00010532598392023312
upgrad,3.5108661306744374e-05
crash,0.0001404346452269775
exist,7.021732261348875e-05
sittin,7.021732261348875e-05
customercar,3.5108661306744374e-05
callfreefon,3.5108661306744374e-05
barrel,7.021732261348875e-05
appreci,0.0002457606291472106
repeat,7.021732261348875e-05
suprem,7.021732261348875e-05
talk,0.0016852157427237298
sold,7.021732261348875e-05
suppli,3.5108661306744374e-05
justifi,7.021732261348875e-05
birthdai,0.0008426078713618649
wrkin,7.021732261348875e-05
michael,7.021732261348875e-05
thesmszon,3.5108661306744374e-05
mecaus,7.021732261348875e-05
flame,0.00010532598392023312
mandan,0.00010532598392023312
tightli,7.021732261348875e-05
hotmix,3.5108661306744374e-05
poboxowwq,3.5108661306744374e-05
janinexx,3.5108661306744374e-05
entri,3.5108661306744374e-05
wait,0.0027384755819260614
earli,0.000947933855282098
wkend,0.0001404346452269775
gimmi,7.021732261348875e-05
despit,7.021732261348875e-05
summon,7.021732261348875e-05
headset,3.5108661306744374e-05
gap,0.0003861952743741881
tim,7.021732261348875e-05
trackmarqu,3.5108661306744374e-05
submit,0.00010532598392023312
unabl,0.0001404346452269775
exorcist,3.5108661306744374e-05
jamz,3.5108661306744374e-05
sir,0.0010883685005090755
tomo,0.00056173858090791
ummifi,7.021732261348875e-05
kill,0.000280869290453955
perfum,7.021732261348875e-05
bmw,0.0001404346452269775
broth,7.021732261348875e-05
truffl,0.00010532598392023312
sore,0.00017554330653372186
outrag,7.021732261348875e-05
space,0.00017554330653372186
porridg,7.021732261348875e-05
wick,7.021732261348875e-05
wid,0.00056173858090791
plyr,3.5108661306744374e-05
secretari,0.00010532598392023312
brolli,7.021732261348875e-05
block,0.00010532598392023312
baller,7.021732261348875e-05
nri,7.021732261348875e-05
triumph,7.021732261348875e-05
process,0.00021065196784046623
cheaper,0.00010532598392023312
drug,0.0003861952743741881
milk,0.0001404346452269775
implic,7.021732261348875e-05
tot,0.00056173858090791
himso,7.021732261348875e-05
lifei,7.021732261348875e-05
forc,0.00017554330653372186
invnt,0.0001404346452269775
ap,7.021732261348875e-05
payback,7.021732261348875e-05
cha,0.00010532598392023312
gram,0.0001404346452269775
fall,0.00035108661306744373
problemat,7.021732261348875e-05
dedic,0.00017554330653372186
mouth,0.00010532598392023312
lennon,7.021732261348875e-05
issu,0.00010532598392023312
excit,0.00010532598392023312
evr,0.00010532598392023312
grinul,7.021732261348875e-05
sppok,3.5108661306744374e-05
hit,0.00017554330653372186
law,0.00017554330653372186
handsom,0.00010532598392023312
waht,7.021732261348875e-05
ard,0.0007021732261348875
left,0.0007372818874416319
prap,7.021732261348875e-05
abil,0.00010532598392023312
honeybe,0.00010532598392023312
sandiago,7.021732261348875e-05
survei,7.021732261348875e-05
bat,0.0001404346452269775
hittng,7.021732261348875e-05
room,0.0010532598392023313
knew,0.00042130393568093246
abl,0.0008074992100551206
max,7.021732261348875e-05
boxcpm,3.5108661306744374e-05
buse,0.00010532598392023312
mint,7.021732261348875e-05
jock,3.5108661306744374e-05
sry,0.00010532598392023312
attempt,0.00010532598392023312
foward,7.021732261348875e-05
parantella,7.021732261348875e-05
eatin,0.00017554330653372186
dental,7.021732261348875e-05
sang,3.5108661306744374e-05
kip,7.021732261348875e-05
lr,7.021732261348875e-05
lmao,0.0001404346452269775
stereo,7.021732261348875e-05
roast,0.0001404346452269775
phoenix,3.5108661306744374e-05
marri,0.00042130393568093246
stylish,0.00010532598392023312
arabian,7.021732261348875e-05
verifi,0.00010532598392023312
holidai,0.00045641259698767686
creat,0.00021065196784046623
showr,7.021732261348875e-05
mile,0.00021065196784046623
hall,7.021732261348875e-05
radiat,7.021732261348875e-05
familiar,7.021732261348875e-05
shop,0.0011936944844293087
hitter,7.021732261348875e-05
supplier,3.5108661306744374e-05
abi,0.0001404346452269775
nvm,0.00017554330653372186
decad,7.021732261348875e-05
deal,0.00035108661306744373
success,0.00017554330653372186
inch,0.00021065196784046623
splash,7.021732261348875e-05
dint,0.00017554330653372186
displai,0.00010532598392023312
pooki,7.021732261348875e-05
befor,0.00010532598392023312
qualiti,0.00021065196784046623
loss,0.00017554330653372186
lst,7.021732261348875e-05
clever,0.00010532598392023312
